Player,Nation,Pos,Sec_Pos,Squad,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Caoimhín Kelleher,IRL,GK,,Liverpool ,1998,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvin Keller,SUI,GK,,Young Boys,2002,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.01,0.01,0,0.01
Lloyd Kelly,ENG,DF,,Juventus ,1998,2,2,210,2.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,6,1,0,0,0,0,0,0.04,0,0.04,0.04,0.04
Kevin,BRA,MF,FW,Shakhtar ,2003,7,5,459,5.1,2,0,2,2,0,0,1,0,1.1,1.1,0.5,1.6,25,9,20,0.39,0,0.39,0.39,0.39,0.22,0.1,0.32,0.22,0.32
Daniil Khudiakov,RUS,GK,,Sturm Graz,2004,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdukodir Khusanov,UZB,DF,,Manchester City,2004,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0.1,1,5,6,0,0,0,0,0,0.04,0.03,0.07,0.04,0.07
Joshua Kimmich,GER,MF,DF,Bayern Munich,1995,14,14,"1,260",14,0,4,4,0,0,0,1,0,0.9,0.9,3.9,4.8,28,138,48,0,0.29,0.29,0,0.29,0.06,0.28,0.34,0.06,0.34
Presnel Kimpembe,FRA,DF,,Paris S-G,1995,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Otar Kiteishvili,GEO,MF,FW,Sturm Graz,1996,7,7,615,6.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,8,36,20,0.15,0,0.15,0.15,0.15,0.07,0.06,0.13,0.07,0.13
Jakub Kiwior,POL,DF,,Arsenal ,2000,10,8,772,8.6,0,0,0,0,0,0,1,0,0.1,0.1,0.8,0.9,2,22,1,0,0,0,0,0,0.01,0.09,0.1,0.01,0.1
Maurits Kjærgaard,DEN,MF,,RB Salzburg,2003,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0.3,0.4,4,11,6,0,0,0,0,0,0.04,0.35,0.38,0.04,0.38
Lukas Klostermann,GER,DF,,RB Leipzig,1996,3,0,44,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
Gregor Kobel,SUI,GK,,Dortmund ,1997,13,13,"1,170",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philipp Köhn,SUI,GK,,Monaco ,1998,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orkun Kökçü,TUR,MF,,Benfica ,2000,12,12,987,11,4,0,4,3,1,1,2,0,2.1,1.3,1.4,2.7,23,67,26,0.36,0,0.36,0.27,0.27,0.19,0.13,0.31,0.12,0.24
Koke,ESP,MF,,Atlético Madrid,1992,7,4,403,4.5,0,1,1,0,0,0,0,0,0,0,0.6,0.6,3,33,4,0,0.22,0.22,0,0.22,0,0.13,0.13,0,0.13
Sead Kolašinac,BIH,DF,,Atalanta ,1993,9,9,633,7,1,1,2,1,0,0,2,0,1.1,1.1,0.6,1.7,17,53,13,0.14,0.14,0.28,0.14,0.28,0.15,0.09,0.24,0.15,0.24
Randal Kolo Muani,FRA,FW,,Juventus ,1998,2,2,165,1.8,0,0,0,0,0,0,0,0,0.9,0.9,0,0.9,0,0,9,0,0,0,0,0,0.51,0,0.51,0.51,0.51
Randal Kolo Muani,FRA,FW,,Paris S-G,1998,4,0,107,1.2,0,0,0,0,0,0,0,0,0.9,0.9,0.3,1.2,2,4,13,0,0,0,0,0,0.72,0.27,0.98,0.72,0.98
Ibrahima Konaté,FRA,DF,,Liverpool ,1999,7,7,647,7.2,1,0,1,1,0,0,2,0,0.4,0.4,0,0.5,2,19,0,0.14,0,0.14,0.14,0.14,0.06,0.01,0.07,0.06,0.07
Karim Konaté,CIV,FW,,RB Salzburg,2004,5,4,318,3.5,2,0,2,2,0,1,0,0,2.8,2,0.1,2.1,4,0,18,0.57,0,0.57,0.57,0.57,0.79,0.02,0.81,0.56,0.59
Yukhym Konoplia,UKR,DF,,Shakhtar ,1999,7,5,465,5.2,0,2,2,0,0,0,1,0,0.2,0.2,0.6,0.9,5,8,15,0,0.39,0.39,0,0.39,0.05,0.12,0.17,0.05,0.17
Ezri Konsa,ENG,DF,,Aston Villa,1997,11,11,990,11,1,0,1,1,0,0,1,0,0.8,0.8,0.2,1,3,19,9,0.09,0,0.09,0.09,0.09,0.07,0.02,0.09,0.07,0.09
Teun Koopmeiners,NED,MF,,Juventus ,1998,9,7,654,7.3,0,0,0,0,0,0,2,0,1.2,1.2,1.6,2.8,13,16,33,0,0,0,0,0,0.16,0.22,0.39,0.16,0.39
Odilon Kossounou,CIV,DF,,Atalanta ,2001,4,2,267,3,0,2,2,0,0,0,1,0,0.2,0.2,0.3,0.5,2,12,2,0,0.67,0.67,0,0.67,0.06,0.09,0.15,0.06,0.15
Jules Koundé,FRA,DF,,Barcelona ,1998,13,13,"1,104",12.3,0,3,3,0,0,0,1,0,0.6,0.6,2.2,2.8,21,47,66,0,0.24,0.24,0,0.24,0.05,0.18,0.23,0.05,0.23
Moussa Kounfolo Yeo,MLI,FW,MF,RB Salzburg,2004,6,5,340,3.8,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.3,10,8,14,0,0,0,0,0,0.08,0.02,0.09,0.08,0.09
Mateo Kovačić,CRO,MF,,Manchester City,1994,6,3,308,3.4,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,11,29,6,0.29,0,0.29,0.29,0.29,0.08,0.03,0.11,0.08,0.11
Matej Kovar,CZE,GK,,Leverkusen ,2000,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ermal Krasniqi,KVX,FW,,Sparta Prague,1998,7,1,160,1.8,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.6,0,2,4,0,0,0,0,0,0.28,0.03,0.31,0.28,0.31
Ladislav Krejčí,CZE,DF,,Girona ,1999,7,7,630,7,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,4,36,2,0,0,0,0,0,0.01,0,0.01,0.01,0.01
Rade Krunić,BIH,MF,,Red Star,1993,8,8,664,7.4,1,2,3,1,0,0,2,0,0.5,0.5,0.6,1.1,12,38,8,0.14,0.27,0.41,0.14,0.41,0.07,0.09,0.15,0.07,0.15
Dmytro Kryskiv,UKR,MF,,Shakhtar ,2000,8,7,672,7.5,0,0,0,0,0,0,2,0,0.1,0.1,0.7,0.9,8,21,10,0,0,0,0,0,0.02,0.1,0.11,0.02,0.11
Juraj Kucka,SVK,MF,,Slovan Bratislava,1987,3,3,249,2.8,0,0,0,0,0,0,0,0,0,0,0.1,0.1,2,9,3,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03
Nicolas-Gerrit Kühn,GER,FW,,Celtic ,2000,10,10,784,8.7,3,1,4,3,0,0,1,0,1.7,1.7,2.8,4.6,28,26,65,0.34,0.11,0.46,0.34,0.46,0.2,0.32,0.52,0.2,0.52
Wessel Kuhn,NED,FW,,PSV Eindhoven,2006,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sandro Kulenović,CRO,FW,,Dinamo Zagreb,1999,7,5,496,5.5,3,0,3,3,0,0,2,0,1.8,1.8,0,1.8,2,1,16,0.54,0,0.54,0.54,0.54,0.32,0.01,0.33,0.32,0.33
Khvicha Kvaratskhelia,GEO,FW,,Paris S-G,2001,9,8,733,8.1,3,2,5,3,0,0,1,0,2,2,1.5,3.5,54,26,65,0.37,0.25,0.61,0.37,0.61,0.25,0.19,0.43,0.25,0.43
Younes Lachaab,FRA,MF,,Lille ,2005,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qazim Laçi,ALB,MF,,Sparta Prague,1996,8,7,601,6.7,1,0,1,1,0,0,0,0,0.9,0.9,0.3,1.2,6,26,15,0.15,0,0.15,0.15,0.15,0.14,0.04,0.18,0.14,0.18
Konrad Laimer,AUT,DF,,Bayern Munich,1997,11,10,779,8.7,1,1,2,1,0,0,2,0,0.4,0.4,1.5,1.9,33,64,48,0.12,0.12,0.23,0.12,0.23,0.05,0.18,0.22,0.05,0.22
Kenny Lala,MAD,DF,,Brest ,1991,8,8,720,8,0,0,0,0,0,0,1,0,0.2,0.2,1.3,1.5,20,34,28,0,0,0,0,0,0.02,0.16,0.19,0.02,0.19
Mohamed Lamine Bayo,GUI,FW,,Lille ,1998,3,2,137,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,2,3,10,0,0,0,0,0,0.05,0.04,0.1,0.05,0.1
Tygo Land,NED,MF,,PSV Eindhoven,2006,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0
Noa Lang,NED,FW,,PSV Eindhoven,1999,10,8,682,7.6,2,2,4,1,1,1,1,0,2.2,1.4,1.1,2.5,49,45,70,0.26,0.26,0.53,0.13,0.4,0.28,0.14,0.43,0.18,0.32
Sandro Lauper,SUI,MF,DF,Young Boys,1996,7,6,518,5.8,0,0,0,0,0,0,1,0,0.4,0.4,0,0.4,5,19,1,0,0,0,0,0,0.08,0,0.08,0.08,0.08
Dimitri Lavalée,BEL,DF,,Sturm Graz,1997,7,7,626,7,0,0,0,0,0,0,3,1,0,0,0.5,0.5,3,21,6,0,0,0,0,0,0,0.07,0.08,0,0.08
Julien Le Cardinal,FRA,DF,,Brest ,1997,4,3,256,2.8,1,0,1,1,0,0,4,0,0.6,0.6,0,0.6,0,3,3,0.35,0,0.35,0.35,0.35,0.2,0,0.2,0.2,0.2
Robin Le Normand,ESP,DF,,Atlético Madrid,1996,5,2,231,2.6,0,0,0,0,0,0,1,0,0,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0
Rafael Leão,POR,FW,,Milan ,1999,10,9,793,8.8,3,1,4,3,0,0,2,0,2.2,2.2,1.5,3.7,41,31,106,0.34,0.11,0.45,0.34,0.45,0.25,0.17,0.42,0.25,0.42
Richy Ledezma,USA,DF,,PSV Eindhoven,2000,11,6,574,6.4,0,0,0,0,0,0,1,0,0,0,0.5,0.5,13,41,26,0,0,0,0,0,0,0.08,0.08,0,0.08
Pierre Lees-Melou,FRA,MF,,Brest ,1993,5,4,373,4.1,1,0,1,1,0,0,1,0,0.5,0.5,0.3,0.8,3,21,4,0.24,0,0.24,0.24,0.24,0.12,0.07,0.19,0.12,0.19
Thomas Lemar,FRA,FW,,Atlético Madrid,1995,1,0,10,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,1.59,0,1.59,1.59,1.59
Clément Lenglet,FRA,DF,,Atlético Madrid,1995,7,7,630,7,0,0,0,0,0,0,1,0,0.3,0.3,0,0.3,1,19,1,0,0,0,0,0,0.04,0,0.04,0.04,0.04
Robert Lewandowski,POL,FW,,Barcelona ,1988,13,12,975,10.8,11,0,11,8,3,3,0,0,10.4,8,1.5,9.6,10,27,52,1.02,0,1.02,0.74,0.74,0.99,0.15,1.14,0.77,0.91
Jamie Leweling,GER,FW,MF,Stuttgart ,2001,5,5,409,4.5,2,1,3,2,0,0,0,0,1.8,1.8,1.1,2.9,25,17,48,0.44,0.22,0.66,0.44,0.66,0.4,0.23,0.63,0.4,0.63
Rico Lewis,ENG,DF,MF,Manchester City,2004,9,6,640,7.1,0,1,1,0,0,0,0,0,0.6,0.6,2.5,3,20,60,32,0,0.14,0.14,0,0.14,0.08,0.35,0.43,0.08,0.43
Myles Lewis-Skelly,ENG,DF,,Arsenal ,2006,10,7,565,6.3,0,1,1,0,0,0,2,0,0.1,0.1,0.6,0.7,7,24,7,0,0.16,0.16,0,0.16,0.02,0.09,0.1,0.02,0.1
Samuel Lino,BRA,MF,DF,Atlético Madrid,1999,10,4,412,4.6,0,3,3,0,0,0,0,0,1.1,1.1,1.3,2.4,28,19,42,0,0.66,0.66,0,0.66,0.25,0.31,0.56,0.25,0.56
Marcos Llorente,ESP,DF,MF,Atlético Madrid,1995,8,8,692,7.7,2,4,6,2,0,0,1,0,0.4,0.4,2.3,2.7,19,33,51,0.26,0.52,0.78,0.26,0.78,0.06,0.31,0.36,0.06,0.36
Manuel Locatelli,ITA,MF,DF,Juventus ,1998,9,7,670,7.4,0,0,0,0,0,0,0,0,0.1,0.1,0.6,0.7,3,62,6,0,0,0,0,0,0.01,0.08,0.09,0.01,0.09
Ruben Loftus-Cheek,ENG,MF,,Milan ,1996,6,4,281,3.1,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,9,7,7,0,0,0,0,0,0.1,0,0.1,0.1,0.1
Ademola Lookman,NGA,FW,MF,Atalanta ,1997,7,5,479,5.3,5,1,6,5,0,1,0,0,5.2,4.4,2.8,7.2,31,22,74,0.94,0.19,1.13,0.94,1.13,0.97,0.52,1.5,0.83,1.35
David López,ESP,DF,,Girona ,1989,5,4,368,4.1,1,0,1,1,0,0,1,0,0.4,0.4,0,0.4,1,15,1,0.24,0,0.24,0.24,0.24,0.1,0,0.1,0.1,0.1
Fermin López,ESP,MF,FW,Barcelona ,2003,11,4,453,5,1,3,4,1,0,0,1,0,1.8,1.8,1.9,3.7,11,15,39,0.2,0.6,0.79,0.2,0.79,0.39,0.4,0.79,0.39,0.79
Pau López,ESP,GK,,Girona ,1994,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Lotomba,SUI,DF,,Feyenoord ,1998,5,4,280,3.1,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,4,6,6,0,0,0,0,0,0.17,0.02,0.19,0.17,0.19
Hirving Lozano,MEX,FW,MF,PSV Eindhoven,1995,2,0,35,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,3,2,7,0,0,0,0,0,0.4,0,0.4,0.4,0.4
Jhon Lucumí,COL,DF,,Bologna ,1998,7,6,530,5.9,1,0,1,1,0,0,2,0,0.6,0.6,0,0.6,6,26,2,0.17,0,0.17,0.17,0.17,0.11,0,0.11,0.11,0.11
Florentino Luís,POR,MF,,Benfica ,1999,9,9,713,7.9,0,0,0,0,0,0,3,0,0,0,0.1,0.1,1,9,2,0,0,0,0,0,0,0.02,0.02,0,0.02
Douglas Luiz,BRA,MF,,Juventus ,1998,6,3,307,3.4,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,4,16,8,0,0,0,0,0,0.08,0.03,0.12,0.08,0.12
Castello Lukeba,FRA,DF,,RB Leipzig,2002,5,4,379,4.2,0,0,0,0,0,0,3,0,0,0,0,0,7,19,2,0,0,0,0,0,0,0,0.01,0,0.01
Andriy Lunin,UKR,GK,,Real Madrid,1999,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charalambos Lykogiannis,GRE,DF,,Bologna ,1993,5,4,369,4.1,0,1,1,0,0,0,3,0,0.1,0.1,1.5,1.6,3,17,13,0,0.24,0.24,0,0.24,0.02,0.38,0.4,0.02,0.4
Ian Maatsen,NED,DF,FW,Aston Villa,2002,10,3,380,4.2,1,0,1,1,0,0,1,0,0.6,0.6,0.2,0.9,9,18,26,0.24,0,0.24,0.24,0.24,0.15,0.06,0.21,0.15,0.21
Alexis Mac Allister,ARG,MF,,Liverpool ,1998,8,7,674,7.5,2,0,2,2,0,0,5,0,1.4,1.4,2.3,3.8,8,44,12,0.27,0,0.27,0.27,0.27,0.19,0.31,0.5,0.19,0.5
Daizen Maeda,JPN,FW,,Celtic ,1997,9,9,758,8.4,4,0,4,4,0,0,1,1,3,3,0.7,3.7,14,9,60,0.47,0,0.47,0.47,0.47,0.35,0.08,0.44,0.35,0.44
Gabriel Magalhães,BRA,DF,,Arsenal ,1997,9,9,803,8.9,1,0,1,1,0,0,1,0,1.3,1.3,0,1.3,3,36,0,0.11,0,0.11,0.11,0.11,0.15,0,0.15,0.15,0.15
Soungoutou Magassa,FRA,MF,,Monaco ,2003,7,2,287,3.2,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.2,2,11,3,0.31,0,0.31,0.31,0.31,0.05,0.03,0.08,0.05,0.08
Hugo Magnetti,FRA,MF,,Brest ,1998,10,8,696,7.7,1,0,1,1,0,0,0,0,0.8,0.8,0.2,1,4,22,10,0.13,0,0.13,0.13,0.13,0.1,0.03,0.13,0.1,0.13
Mike Maignan,FRA,GK,,Milan ,1995,10,10,860,9.6,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
Radosław Majecki,POL,GK,,Monaco ,1999,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Róbert Mak,SVK,FW,MF,Slovan Bratislava,1991,7,2,201,2.2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,0,0,0,0,0,0.01,0,0.01,0.01,0.01
Andrija Maksimović,SRB,MF,FW,Red Star,2007,7,6,414,4.6,0,0,0,0,0,0,2,0,0.4,0.4,1.1,1.5,10,24,19,0,0,0,0,0,0.09,0.23,0.32,0.09,0.32
Tyrell Malacia,NED,DF,,PSV Eindhoven,1999,3,2,223,2.5,0,0,0,0,0,0,1,0,0,0,0.5,0.5,4,7,6,0,0,0,0,0,0.02,0.22,0.24,0.02,0.24
Jarzinho Malanga,GER,FW,MF,Stuttgart ,2006,3,0,39,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0.11,0,0.11,0.11,0.11
Donyell Malen,NED,FW,,Dortmund ,1999,5,3,237,2.6,2,1,3,2,0,0,1,0,1.6,1.6,0.9,2.5,5,3,24,0.76,0.38,1.14,0.76,1.14,0.61,0.34,0.95,0.61,0.95
Darian Males,SUI,FW,MF,Young Boys,2001,7,3,283,3.1,0,0,0,0,0,0,1,0,0.7,0.7,0.1,0.8,3,9,11,0,0,0,0,0,0.24,0.03,0.26,0.24,0.26
Arjan Malic,BIH,DF,,Sturm Graz,2005,3,2,184,2,1,0,1,1,0,0,0,0,1,1,0,1,4,6,1,0.49,0,0.49,0.49,0.49,0.48,0.01,0.49,0.48,0.49
Reinildo Mandava,MOZ,DF,,Atlético Madrid,1994,6,3,367,4.1,0,0,0,0,0,0,1,0,0,0,0,0,12,13,9,0,0,0,0,0,0,0.01,0.01,0,0.01
Aïssa Mandi,ALG,DF,,Lille ,1991,5,4,319,3.5,0,0,0,0,0,0,3,1,0,0,0.1,0.1,2,5,1,0,0,0,0,0,0,0.03,0.03,0,0.03
Nino Marcelli,SVK,FW,MF,Slovan Bratislava,2005,8,3,331,3.7,1,0,1,1,0,0,0,0,0.6,0.6,0.2,0.7,7,8,18,0.27,0,0.27,0.27,0.27,0.15,0.04,0.19,0.15,0.19
José María Giménez,URU,DF,,Atlético Madrid,1995,8,8,750,8.3,1,0,1,1,0,0,4,0,0.4,0.4,0,0.4,3,26,1,0.12,0,0.12,0.12,0.12,0.05,0,0.05,0.05,0.05
Omar Marmoush,EGY,FW,,Manchester City,1999,2,1,97,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,3,1,6,0,0,0,0,0,0.16,0,0.16,0.16,0.16
Marquinhos,BRA,DF,,Paris S-G,1994,16,16,"1,439",16,0,0,0,0,0,0,3,0,0.7,0.7,0.5,1.2,7,87,1,0,0,0,0,0,0.04,0.03,0.08,0.04,0.08
Gerard Martín,ESP,DF,,Barcelona ,2002,8,5,446,5,0,3,3,0,0,0,0,0,0,0,1.9,1.9,6,18,42,0,0.61,0.61,0,0.61,0,0.4,0.4,0,0.4
Iván Martín,ESP,MF,,Girona ,1999,7,5,330,3.7,0,0,0,0,0,0,2,0,1.1,1.1,0,1.1,5,11,8,0,0,0,0,0,0.3,0,0.3,0.3,0.3
Jonas Martin,FRA,MF,,Brest ,1990,5,0,81,0.9,0,0,0,0,0,0,0,0,0.8,0.8,0,0.8,1,6,3,0,0,0,0,0,0.93,0,0.93,0.93,0.93
Gabriel Martinelli,BRA,FW,MF,Arsenal ,2001,13,11,934,10.4,2,1,3,2,0,0,2,0,4.2,4.2,2.1,6.2,44,15,84,0.19,0.1,0.29,0.19,0.29,0.4,0.2,0.6,0.4,0.6
Arnau Martinez,ESP,DF,MF,Girona ,2003,5,5,414,4.6,0,0,0,0,0,0,3,1,0.1,0.1,0.3,0.4,11,14,17,0,0,0,0,0,0.02,0.07,0.09,0.02,0.09
Emiliano Martínez,ARG,GK,,Aston Villa,1992,12,12,"1,080",12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Iñigo Martínez,ESP,DF,,Barcelona ,1991,11,11,954,10.6,2,1,3,2,0,0,3,0,0.7,0.7,1,1.7,15,80,7,0.19,0.09,0.28,0.19,0.28,0.07,0.09,0.16,0.07,0.16
Josep Martinez,ESP,GK,,Inter ,1998,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lautaro Martínez,ARG,FW,,Inter ,1997,14,10,853,9.5,9,0,9,8,1,1,2,0,4.8,4,0.9,5,10,25,43,0.95,0,0.95,0.84,0.84,0.51,0.1,0.6,0.42,0.52
Eliot Matazo,BEL,MF,,Monaco ,2002,3,0,27,0.3,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,2,1,0,0,0,0,0,0,0.99,0,0.99,0.99,0.99
Mykola Matviyenko,UKR,DF,,Shakhtar ,1996,8,8,720,8,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,4,32,2,0,0,0,0,0,0.03,0,0.04,0.03,0.04
Christian Mawissa,FRA,DF,,Monaco ,2005,6,4,294,3.3,0,0,0,0,0,0,3,1,0,0,0,0,3,11,4,0,0,0,0,0,0,0,0,0,0
Senny Mayulu,FRA,MF,,Paris S-G,2006,4,0,50,0.6,2,0,2,2,0,0,0,0,0.3,0.3,0,0.3,1,3,3,3.6,0,3.6,3.6,3.6,0.54,0,0.54,0.54,0.54
Samuel Mbangula,BEL,FW,,Juventus ,2004,7,2,226,2.5,1,0,1,1,0,0,0,0,0.8,0.8,0.6,1.4,8,7,25,0.4,0,0.4,0.4,0.4,0.39,0.27,0.66,0.39,0.66
Ethan Mbappé,FRA,FW,MF,Lille ,2006,2,1,78,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,6,2,6,0,0,0,0,0,0.15,0.01,0.16,0.15,0.16
Kylian Mbappé,FRA,FW,,Real Madrid,1998,14,13,"1,127",12.5,7,1,8,7,0,1,0,0,9.2,8.4,1,9.4,53,35,117,0.56,0.08,0.64,0.56,0.64,0.75,0.08,0.83,0.69,0.77
Nathanael Mbuku,COD,FW,MF,Dinamo Zagreb,2002,2,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0
James Mcatee,ENG,MF,FW,Manchester City,2002,5,0,110,1.2,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,6,10,15,0.82,0,0.82,0.82,0.82,0.28,0.06,0.34,0.28,0.34
James McConnell,ENG,MF,,Liverpool ,2004,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0,0
Luke McCowan,SCO,MF,,Celtic ,1997,3,0,51,0.6,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,0,0,0,0,0,0.05,0,0.05,0.05,0.05
John McGinn,SCO,MF,FW,Aston Villa,1994,10,9,734,8.2,3,2,5,3,0,0,1,0,1.6,1.6,0.5,2.2,8,33,23,0.37,0.25,0.61,0.37,0.61,0.2,0.07,0.27,0.2,0.27
Callum McGregor,SCO,MF,,Celtic ,1993,10,10,900,10,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.6,10,45,6,0,0,0,0,0,0.02,0.05,0.06,0.02,0.06
Weston McKennie,USA,MF,DF,Juventus ,1998,9,6,555,6.2,3,0,3,3,0,0,0,0,1.3,1.3,0.8,2.1,6,38,29,0.49,0,0.49,0.49,0.49,0.22,0.14,0.36,0.22,0.36
Brandon Mechele,BEL,DF,,Club Brugge,1993,12,12,"1,080",12,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,2,19,1,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02
Jurij Medvedev,,MF,DF,Slovan Bratislava,1996,4,2,192,2.1,0,1,1,0,0,0,0,0,0,0,0,0,2,2,5,0,0.47,0.47,0,0.47,0,0.01,0.01,0,0.01
Bjorn Meijer,NED,DF,FW,Club Brugge,2003,2,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Mellberg,SWE,DF,,RB Salzburg,2006,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,0,0,0,0,0,0,0,0,0,0
Nuno Mendes,POR,DF,,Paris S-G,2002,16,16,"1,446",16.1,4,1,5,4,0,0,4,0,2.2,2.2,1.2,3.4,42,98,47,0.25,0.06,0.31,0.25,0.31,0.14,0.08,0.22,0.14,0.22
Ferland Mendy,FRA,DF,,Real Madrid,1995,11,11,885,9.8,0,1,1,0,0,0,1,0,0.5,0.5,0.2,0.7,6,23,22,0,0.1,0.1,0,0.1,0.05,0.02,0.07,0.05,0.07
Mikel Merino,ESP,MF,FW,Arsenal ,1996,12,9,817,9.1,2,3,5,2,0,0,1,0,1.1,1,1.3,2.3,5,33,29,0.22,0.33,0.55,0.22,0.55,0.12,0.14,0.26,0.11,0.25
Idjessi Metsoko,FRA,FW,,Slovan Bratislava,2002,7,1,158,1.8,1,0,1,1,0,0,0,0,0.4,0.4,0.1,0.5,1,1,9,0.57,0,0.57,0.57,0.57,0.25,0.04,0.29,0.25,0.29
Thomas Meunier,BEL,DF,,Lille ,1991,9,7,616,6.8,0,1,1,0,0,0,3,0,0.5,0.5,0.5,1,12,37,27,0,0.15,0.15,0,0.15,0.07,0.08,0.15,0.07,0.15
Alexander Meyer,GER,GK,,Dortmund ,1991,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucas Michal,FRA,MF,,Monaco ,2005,3,0,39,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon Mignolet,BEL,GK,,Club Brugge,1988,12,12,"1,080",12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antoni Milambo,NED,MF,,Feyenoord ,2005,9,9,762,8.5,3,1,4,3,0,0,1,0,1.2,1.2,0.8,2,11,23,24,0.35,0.12,0.47,0.35,0.47,0.15,0.1,0.24,0.15,0.24
Éder Militão,BRA,DF,,Real Madrid,1998,4,3,281,3.1,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.5,2,12,1,0,0,0,0,0,0.08,0.07,0.15,0.08,0.15
Enzo Millot,FRA,MF,FW,Stuttgart ,2002,8,8,688,7.6,2,3,5,2,0,1,0,0,2.7,1.9,2.8,4.7,11,42,56,0.26,0.39,0.65,0.26,0.65,0.35,0.37,0.72,0.25,0.62
